booking_id,property_id,booking_date,check_in_date,checkout_date,no_guests,room_category,booking_platform,ratings_given,booking_status,revenue_generated,revenue_realized
May062217559RT19,17559,2022-05-05,2022-05-06,2022-05-07,4,RT1,journey,,Checked Out,13260,13260
May062217559RT110,17559,2022-05-02,2022-05-06,2022-05-07,2,RT1,makeyourtrip,,Cancelled,11050,4420
May062217559RT111,17559,2022-04-30,2022-05-06,2022-05-11,3,RT1,makeyourtrip,,Cancelled,12155,4862
May062217559RT112,17559,2022-05-04,2022-05-06,2022-05-07,2,RT1,others,,Checked Out,11050,11050
May062217559RT113,17559,2022-04-15,2022-05-06,2022-05-09,2,RT1,makeyourtrip,5.0,Checked Out,11050,11050
May062217559RT114,17559,2022-05-01,2022-05-06,2022-05-07,2,RT1,others,,Cancelled,11050,4420
May062217559RT115,17559,2022-04-12,2022-05-06,2022-05-09,1,RT1,others,5.0,Checked Out,11050,11050
May062217559RT116,17559,2022-05-01,2022-05-06,2022-05-08,2,RT1,makeyourtrip,,Cancelled,11050,4420
May062217559RT117,17559,2022-05-01,2022-05-06,2022-05-09,2,RT1,others,5.0,Checked Out,11050,11050
May062217559RT118,17559,2022-05-03,2022-05-06,2022-05-07,1,RT1,direct online,,Cancelled,11050,4420
May062217559RT119,17559,2022-05-02,2022-05-06,2022-05-07,3,RT1,others,5.0,Checked Out,12155,12155
May062217559RT21,17559,2022-05-04,2022-05-06,2022-05-07,2,RT2,others,4.0,Checked Out,15300,15300
May062217559RT22,17559,2022-04-30,2022-05-06,2022-05-11,3,RT2,makeyourtrip,,Cancelled,16830,6732
May062217559RT23,17559,2022-05-04,2022-05-06,2022-05-07,2,RT2,tripster,,Checked Out,15300,15300
May062217559RT24,17559,2022-05-04,2022-05-06,2022-05-08,1,RT2,others,5.0,Checked Out,15300,15300
May062217559RT25,17559,2022-05-02,2022-05-06,2022-05-12,1,RT2,direct online,3.0,Checked Out,15300,15300
May062217559RT26,17559,2022-05-04,2022-05-06,2022-05-07,2,RT2,logtrip,,Checked Out,15300,15300
May062217559RT27,17559,2022-05-03,2022-05-06,2022-05-07,2,RT2,direct offline,4.0,Checked Out,15300,15300
May062217559RT28,17559,2022-05-02,2022-05-06,2022-05-07,1,RT2,journey,,Checked Out,15300,15300
May062217559RT29,17559,2022-05-04,2022-05-06,2022-05-07,3,RT2,direct online,,Cancelled,16830,6732
May062217559RT210,17559,2022-05-01,2022-05-06,2022-05-07,2,RT2,direct online,,Cancelled,15300,6120
May062217559RT211,17559,2022-05-01,2022-05-06,2022-05-12,2,RT2,others,2.0,Checked Out,15300,15300
May062217559RT212,17559,2022-05-05,2022-05-06,2022-05-08,2,RT2,logtrip,,Cancelled,15300,6120
May062217559RT213,17559,2022-05-04,2022-05-06,2022-05-07,2,RT2,tripster,5.0,Checked Out,15300,15300
May062217559RT214,17559,2022-05-03,2022-05-06,2022-05-09,3,RT2,others,5.0,Checked Out,16830,16830
May062217559RT215,17559,2022-05-06,2022-05-06,2022-05-07,4,RT2,others,3.0,Checked Out,18360,18360
May062217559RT216,17559,2022-05-03,2022-05-06,2022-05-08,2,RT2,others,,Cancelled,15300,6120
May062217559RT217,17559,2022-05-05,2022-05-06,2022-05-12,2,RT2,direct online,,Checked Out,15300,15300
May062217559RT218,17559,2022-04-30,2022-05-06,2022-05-07,1,RT2,others,,Checked Out,15300,15300
May062217559RT219,17559,2022-05-04,2022-05-06,2022-05-07,4,RT2,others,,Checked Out,18360,18360
May062217559RT220,17559,2022-05-03,2022-05-06,2022-05-07,2,RT2,logtrip,,Checked Out,15300,15300
May062217559RT221,17559,2022-05-04,2022-05-06,2022-05-07,4,RT2,others,,Cancelled,18360,7344
May062217559RT222,17559,2022-05-02,2022-05-06,2022-05-07,2,RT2,others,,Cancelled,15300,6120
May062217559RT223,17559,2022-04-30,2022-05-06,2022-05-08,2,RT2,others,,Cancelled,15300,6120
May062217559RT224,17559,2022-05-01,2022-05-06,2022-05-07,2,RT2,makeyourtrip,5.0,Checked Out,15300,15300
May062217559RT225,17559,2022-04-16,2022-05-06,2022-05-08,2,RT2,others,5.0,Checked Out,15300,15300
May062217559RT31,17559,2022-05-02,2022-05-06,2022-05-07,2,RT3,makeyourtrip,,Checked Out,20400,20400
May062217559RT32,17559,2022-05-03,2022-05-06,2022-05-07,2,RT3,tripster,5.0,Checked Out,20400,20400
May062217559RT33,17559,2022-05-02,2022-05-06,2022-05-08,1,RT3,makeyourtrip,5.0,Checked Out,20400,20400
May062217559RT34,17559,2022-05-04,2022-05-06,2022-05-11,3,RT3,makeyourtrip,,Cancelled,22440,8976
May062217559RT35,17559,2022-05-02,2022-05-06,2022-05-07,3,RT3,others,,Checked Out,22440,22440
May062217559RT36,17559,2022-05-02,2022-05-06,2022-05-11,3,RT3,journey,5.0,Checked Out,22440,22440
May062217559RT37,17559,2022-05-06,2022-05-06,2022-05-08,2,RT3,makeyourtrip,3.0,Checked Out,20400,20400
May062217559RT38,17559,2022-04-16,2022-05-06,2022-05-07,2,RT3,logtrip,,Cancelled,20400,8160
May062217559RT39,17559,2022-05-06,2022-05-06,2022-05-11,3,RT3,others,,Cancelled,22440,8976
May062217559RT310,17559,2022-05-04,2022-05-06,2022-05-08,2,RT3,others,,Checked Out,20400,20400
May062217559RT311,17559,2022-05-01,2022-05-06,2022-05-11,4,RT3,logtrip,5.0,Checked Out,24480,24480
May062217559RT41,17559,2022-04-30,2022-05-06,2022-05-07,2,RT4,others,,Checked Out,32300,32300
May062217559RT42,17559,2022-05-04,2022-05-06,2022-05-09,2,RT4,others,1.0,Checked Out,32300,32300
May062217559RT43,17559,2022-05-06,2022-05-06,2022-05-07,2,RT4,logtrip,,Cancelled,32300,12920
May062217559RT44,17559,2022-05-03,2022-05-06,2022-05-11,2,RT4,others,5.0,Checked Out,32300,32300
May062217559RT45,17559,2022-05-02,2022-05-06,2022-05-07,1,RT4,direct online,,Cancelled,32300,12920
May062217559RT46,17559,2022-04-30,2022-05-06,2022-05-11,2,RT4,direct offline,,Checked Out,32300,32300
May062217559RT47,17559,2022-04-30,2022-05-06,2022-05-07,2,RT4,direct online,1.0,Checked Out,32300,32300
May062217559RT48,17559,2022-05-03,2022-05-06,2022-05-12,3,RT4,makeyourtrip,,Checked Out,35530,35530
May062217560RT11,17560,2022-05-06,2022-05-06,2022-05-07,2,RT1,direct online,2.0,Checked Out,11050,11050
May062217560RT12,17560,2022-05-05,2022-05-06,2022-05-07,1,RT1,journey,,Checked Out,11050,11050
May062217560RT13,17560,2022-05-06,2022-05-06,2022-05-07,1,RT1,makeyourtrip,,Checked Out,11050,11050
May062217560RT14,17560,2022-05-05,2022-05-06,2022-05-07,2,RT1,others,4.0,Checked Out,11050,11050
May062217560RT15,17560,2022-05-04,2022-05-06,2022-05-07,1,RT1,makeyourtrip,,Cancelled,11050,4420
May062217560RT16,17560,2022-05-06,2022-05-06,2022-05-07,1,RT1,makeyourtrip,3.0,Checked Out,11050,11050
May062217560RT17,17560,2022-05-06,2022-05-06,2022-05-10,2,RT1,others,,Cancelled,11050,4420
May062217560RT18,17560,2022-04-30,2022-05-06,2022-05-07,1,RT1,makeyourtrip,3.0,Checked Out,11050,11050
May062217560RT19,17560,2022-05-06,2022-05-06,2022-05-07,1,RT1,others,,Checked Out,11050,11050
May062217560RT110,17560,2022-05-06,2022-05-06,2022-05-07,1,RT1,others,,No Show,11050,11050
May062217560RT111,17560,2022-05-06,2022-05-06,2022-05-07,1,RT1,makeyourtrip,,Checked Out,11050,11050
May062217560RT112,17560,2022-05-04,2022-05-06,2022-05-08,1,RT1,others,1.0,Checked Out,11050,11050
May062217560RT113,17560,2022-05-06,2022-05-06,2022-05-09,1,RT1,tripster,,Checked Out,11050,11050
May062217560RT114,17560,2022-05-06,2022-05-06,2022-05-07,1,RT1,makeyourtrip,,Cancelled,11050,4420
May062217560RT115,17560,2022-05-05,2022-05-06,2022-05-07,1,RT1,others,3.0,Checked Out,11050,11050
May062217560RT116,17560,2022-05-04,2022-05-06,2022-05-07,1,RT1,logtrip,3.0,Checked Out,11050,11050
May062217560RT117,17560,2022-05-06,2022-05-06,2022-05-09,2,RT1,makeyourtrip,,Cancelled,11050,4420
May062217560RT118,17560,2022-04-15,2022-05-06,2022-05-12,1,RT1,others,,Cancelled,11050,4420
May062217560RT21,17560,2022-05-03,2022-05-06,2022-05-08,1,RT2,logtrip,,Cancelled,15300,6120
May062217560RT22,17560,2022-05-05,2022-05-06,2022-05-09,1,RT2,journey,3.0,Checked Out,15300,15300
May062217560RT23,17560,2022-05-06,2022-05-06,2022-05-07,2,RT2,makeyourtrip,3.0,Checked Out,15300,15300
May062217560RT24,17560,2022-05-06,2022-05-06,2022-05-08,1,RT2,others,3.0,Checked Out,15300,15300
May062217560RT25,17560,2022-05-03,2022-05-06,2022-05-07,1,RT2,direct online,,Checked Out,15300,15300
May062217560RT26,17560,2022-05-06,2022-05-06,2022-05-07,1,RT2,makeyourtrip,,Checked Out,15300,15300
May062217560RT27,17560,2022-04-15,2022-05-06,2022-05-07,1,RT2,logtrip,,Cancelled,15300,6120
May062217560RT28,17560,2022-05-05,2022-05-06,2022-05-07,1,RT2,direct offline,,No Show,15300,15300
May062217560RT29,17560,2022-05-06,2022-05-06,2022-05-07,2,RT2,others,3.0,Checked Out,15300,15300
May062217560RT210,17560,2022-05-02,2022-05-06,2022-05-08,2,RT2,makeyourtrip,4.0,Checked Out,15300,15300
May062217560RT211,17560,2022-05-06,2022-05-06,2022-05-07,1,RT2,others,3.0,Checked Out,15300,15300
May062217560RT212,17560,2022-05-04,2022-05-06,2022-05-08,1,RT2,makeyourtrip,3.0,Checked Out,15300,15300
May062217560RT213,17560,2022-05-03,2022-05-06,2022-05-07,1,RT2,logtrip,,Checked Out,15300,15300
May062217560RT214,17560,2022-05-05,2022-05-06,2022-05-09,1,RT2,tripster,2.0,Checked Out,15300,15300
May062217560RT215,17560,2022-05-05,2022-05-06,2022-05-08,1,RT2,makeyourtrip,,Checked Out,15300,15300
May062217560RT216,17560,2022-05-06,2022-05-06,2022-05-07,3,RT2,tripster,,Checked Out,16830,16830
May062217560RT217,17560,2022-05-05,2022-05-06,2022-05-07,2,RT2,logtrip,,No Show,15300,15300
May062217560RT218,17560,2022-05-04,2022-05-06,2022-05-07,1,RT2,others,,Checked Out,15300,15300
May062217560RT219,17560,2022-05-05,2022-05-06,2022-05-08,1,RT2,others,4.0,Checked Out,15300,15300
May062217560RT220,17560,2022-05-02,2022-05-06,2022-05-10,4,RT2,others,3.0,Checked Out,18360,18360
May062217560RT221,17560,2022-05-06,2022-05-06,2022-05-07,1,RT2,makeyourtrip,4.0,Checked Out,15300,15300
May062217560RT222,17560,2022-05-06,2022-05-06,2022-05-09,1,RT2,others,5.0,Checked Out,15300,15300
May062217560RT31,17560,2022-05-05,2022-05-06,2022-05-09,1,RT3,direct online,4.0,Checked Out,20400,20400
May062217560RT32,17560,2022-05-05,2022-05-06,2022-05-07,3,RT3,makeyourtrip,3.0,Checked Out,22440,22440
May062217560RT33,17560,2022-05-04,2022-05-06,2022-05-07,1,RT3,others,,Cancelled,20400,8160
May062217560RT34,17560,2022-05-06,2022-05-06,2022-05-07,2,RT3,logtrip,,Checked Out,20400,20400
May062217560RT35,17560,2022-04-16,2022-05-06,2022-05-07,1,RT3,direct online,4.0,Checked Out,20400,20400
May062217560RT36,17560,2022-05-06,2022-05-06,2022-05-07,1,RT3,others,,Cancelled,20400,8160
May062217560RT37,17560,2022-05-04,2022-05-06,2022-05-07,1,RT3,logtrip,3.0,Checked Out,20400,20400
May062217560RT38,17560,2022-05-04,2022-05-06,2022-05-08,4,RT3,makeyourtrip,3.0,Checked Out,24480,24480
May062217560RT39,17560,2022-05-04,2022-05-06,2022-05-07,1,RT3,direct offline,3.0,Checked Out,20400,20400
May062217560RT310,17560,2022-05-05,2022-05-06,2022-05-10,1,RT3,tripster,4.0,Checked Out,20400,20400
May062217560RT311,17560,2022-05-06,2022-05-06,2022-05-07,1,RT3,direct online,4.0,Checked Out,20400,20400
May062217560RT312,17560,2022-05-06,2022-05-06,2022-05-07,1,RT3,others,,Cancelled,20400,8160
May062217560RT41,17560,2022-04-30,2022-05-06,2022-05-11,2,RT4,others,4.0,Checked Out,32300,32300
May062217560RT42,17560,2022-05-05,2022-05-06,2022-05-07,6,RT4,others,,Cancelled,45220,18088
May062217560RT43,17560,2022-04-12,2022-05-06,2022-05-08,1,RT4,logtrip,,Cancelled,32300,12920
May062217560RT44,17560,2022-05-05,2022-05-06,2022-05-07,1,RT4,logtrip,,Cancelled,32300,12920
May062217560RT45,17560,2022-05-05,2022-05-06,2022-05-07,5,RT4,others,,Cancelled,41990,16796
May062217561RT11,17561,2022-05-02,2022-05-06,2022-05-09,2,RT1,makeyourtrip,,Cancelled,11050,4420
May062217561RT12,17561,2022-04-12,2022-05-06,2022-05-07,2,RT1,others,,Cancelled,11050,4420
May062217561RT13,17561,2022-05-04,2022-05-06,2022-05-11,2,RT1,journey,,Checked Out,11050,11050
May062217561RT14,17561,2022-05-01,2022-05-06,2022-05-07,1,RT1,journey,5.0,Checked Out,11050,11050
May062217561RT15,17561,2022-04-12,2022-05-06,2022-05-12,2,RT1,logtrip,,Checked Out,11050,11050
May062217561RT16,17561,2022-05-03,2022-05-06,2022-05-12,1,RT1,others,5.0,Checked Out,11050,11050
May062217561RT17,17561,2022-05-02,2022-05-06,2022-05-07,2,RT1,logtrip,,Cancelled,11050,4420
May062217561RT18,17561,2022-04-15,2022-05-06,2022-05-08,1,RT1,others,5.0,Checked Out,11050,11050
May062217561RT19,17561,2022-05-05,2022-05-06,2022-05-07,1,RT1,others,,Checked Out,11050,11050
May062217561RT110,17561,2022-05-01,2022-05-06,2022-05-07,2,RT1,journey,5.0,Checked Out,11050,11050
May062217561RT111,17561,2022-05-02,2022-05-06,2022-05-12,2,RT1,others,,Cancelled,11050,4420
May062217561RT112,17561,2022-05-04,2022-05-06,2022-05-07,2,RT1,others,2.0,Checked Out,11050,11050
May062217561RT113,17561,2022-05-06,2022-05-06,2022-05-07,1,RT1,makeyourtrip,5.0,Checked Out,11050,11050
May062217561RT114,17561,2022-05-05,2022-05-06,2022-05-07,1,RT1,others,,Cancelled,11050,4420
May062217561RT115,17561,2022-05-01,2022-05-06,2022-05-08,2,RT1,logtrip,5.0,Checked Out,11050,11050
May062217561RT116,17561,2022-05-04,2022-05-06,2022-05-12,2,RT1,others,5.0,Checked Out,11050,11050
May062217561RT21,17561,2022-04-16,2022-05-06,2022-05-12,1,RT2,direct online,,Cancelled,15300,6120
May062217561RT22,17561,2022-05-02,2022-05-06,2022-05-11,1,RT2,tripster,,Cancelled,15300,6120
May062217561RT23,17561,2022-04-30,2022-05-06,2022-05-09,2,RT2,others,,Cancelled,15300,6120
May062217561RT24,17561,2022-05-02,2022-05-06,2022-05-11,2,RT2,others,5.0,Checked Out,15300,15300
May062217561RT25,17561,2022-05-06,2022-05-06,2022-05-08,2,RT2,direct online,,Checked Out,15300,15300
May062217561RT26,17561,2022-05-06,2022-05-06,2022-05-07,2,RT2,direct online,,No Show,15300,15300
May062217561RT27,17561,2022-05-04,2022-05-06,2022-05-07,2,RT2,journey,,Cancelled,15300,6120
May062217561RT28,17561,2022-05-01,2022-05-06,2022-05-07,3,RT2,others,,Checked Out,16830,16830
May062217561RT29,17561,2022-05-04,2022-05-06,2022-05-07,2,RT2,makeyourtrip,,Cancelled,15300,6120
May062217561RT210,17561,2022-05-02,2022-05-06,2022-05-12,2,RT2,tripster,,Checked Out,15300,15300
May062217561RT211,17561,2022-05-04,2022-05-06,2022-05-09,2,RT2,others,1.0,Checked Out,15300,15300
May062217561RT212,17561,2022-05-02,2022-05-06,2022-05-08,3,RT2,logtrip,3.0,Checked Out,16830,16830
May062217561RT213,17561,2022-04-12,2022-05-06,2022-05-07,2,RT2,logtrip,,Cancelled,15300,6120
May062217561RT214,17561,2022-05-02,2022-05-06,2022-05-07,2,RT2,others,5.0,Checked Out,15300,15300
May062217561RT215,17561,2022-05-03,2022-05-06,2022-05-08,3,RT2,others,1.0,Checked Out,16830,16830
May062217561RT216,17561,2022-05-05,2022-05-06,2022-05-11,4,RT2,direct online,5.0,Checked Out,18360,18360
May062217561RT217,17561,2022-04-30,2022-05-06,2022-05-08,1,RT2,tripster,,Cancelled,15300,6120
May062217561RT218,17561,2022-05-05,2022-05-06,2022-05-07,2,RT2,others,5.0,Checked Out,15300,15300
May062217561RT219,17561,2022-05-04,2022-05-06,2022-05-12,4,RT2,others,,Cancelled,18360,7344
May062217561RT220,17561,2022-05-03,2022-05-06,2022-05-11,3,RT2,others,5.0,Checked Out,16830,16830
May062217561RT31,17561,2022-05-01,2022-05-06,2022-05-08,2,RT3,others,,Cancelled,20400,8160
May062217561RT32,17561,2022-05-05,2022-05-06,2022-05-10,3,RT3,makeyourtrip,,Cancelled,22440,8976
May062217561RT33,17561,2022-04-29,2022-05-06,2022-05-07,2,RT3,tripster,5.0,Checked Out,20400,20400
May062217561RT34,17561,2022-05-03,2022-05-06,2022-05-07,2,RT3,others,5.0,Checked Out,20400,20400
May062217561RT35,17561,2022-05-02,2022-05-06,2022-05-07,1,RT3,others,,Cancelled,20400,8160
May062217561RT36,17561,2022-05-02,2022-05-06,2022-05-07,2,RT3,others,,Cancelled,20400,8160
May062217561RT37,17561,2022-05-04,2022-05-06,2022-05-09,2,RT3,logtrip,,Checked Out,20400,20400
May062217561RT38,17561,2022-04-15,2022-05-06,2022-05-08,2,RT3,others,3.0,Checked Out,20400,20400
May062217561RT39,17561,2022-05-03,2022-05-06,2022-05-11,2,RT3,journey,,No Show,20400,20400
May062217561RT310,17561,2022-05-05,2022-05-06,2022-05-11,2,RT3,others,3.0,Checked Out,20400,20400
May062217561RT311,17561,2022-05-03,2022-05-06,2022-05-07,1,RT3,logtrip,,Checked Out,20400,20400
May062217561RT312,17561,2022-05-03,2022-05-06,2022-05-11,2,RT3,direct online,,Checked Out,20400,20400
May062217561RT313,17561,2022-04-30,2022-05-06,2022-05-12,2,RT3,others,,No Show,20400,20400
May062217561RT41,17561,2022-05-01,2022-05-06,2022-05-12,2,RT4,direct offline,,Checked Out,32300,32300
May062217561RT42,17561,2022-04-12,2022-05-06,2022-05-12,2,RT4,others,5.0,Checked Out,32300,32300
May062217561RT43,17561,2022-04-30,2022-05-06,2022-05-07,3,RT4,others,5.0,Checked Out,35530,35530
May062217562RT11,17562,2022-04-30,2022-05-06,2022-05-08,2,RT1,others,2.0,Checked Out,11050,11050
May062217562RT12,17562,2022-04-16,2022-05-06,2022-05-10,2,RT1,logtrip,2.0,Checked Out,11050,11050
May062217562RT13,17562,2022-04-30,2022-05-06,2022-05-07,2,RT1,others,,Checked Out,11050,11050
May062217562RT14,17562,2022-05-02,2022-05-06,2022-05-10,2,RT1,others,,Checked Out,11050,11050
May062217562RT15,17562,2022-05-04,2022-05-06,2022-05-07,1,RT1,journey,2.0,Checked Out,11050,11050
May062217562RT16,17562,2022-05-04,2022-05-06,2022-05-08,2,RT1,makeyourtrip,,Checked Out,11050,11050
May062217562RT17,17562,2022-04-30,2022-05-06,2022-05-10,4,RT1,others,3.0,Checked Out,13260,13260
May062217562RT18,17562,2022-05-01,2022-05-06,2022-05-07,4,RT1,makeyourtrip,,Cancelled,13260,5304
May062217562RT21,17562,2022-05-03,2022-05-06,2022-05-11,2,RT2,makeyourtrip,,Cancelled,15300,6120
May062217562RT22,17562,2022-05-04,2022-05-06,2022-05-07,3,RT2,others,,Cancelled,16830,6732
May062217562RT23,17562,2022-04-30,2022-05-06,2022-05-07,2,RT2,others,2.0,Checked Out,15300,15300
May062217562RT24,17562,2022-05-02,2022-05-06,2022-05-07,1,RT2,makeyourtrip,4.0,Checked Out,15300,15300
May062217562RT25,17562,2022-04-30,2022-05-06,2022-05-08,2,RT2,others,,Cancelled,15300,6120
May062217562RT26,17562,2022-05-02,2022-05-06,2022-05-08,2,RT2,others,,Checked Out,15300,15300
May062217562RT27,17562,2022-05-01,2022-05-06,2022-05-07,1,RT2,logtrip,,Cancelled,15300,6120
May062217562RT28,17562,2022-05-03,2022-05-06,2022-05-08,2,RT2,direct offline,,Checked Out,15300,15300
May062217562RT29,17562,2022-05-01,2022-05-06,2022-05-12,2,RT2,journey,3.0,Checked Out,15300,15300
May062217562RT210,17562,2022-05-01,2022-05-06,2022-05-12,2,RT2,others,2.0,Checked Out,15300,15300
May062217562RT211,17562,2022-05-03,2022-05-06,2022-05-07,2,RT2,logtrip,2.0,Checked Out,15300,15300
May062217562RT212,17562,2022-05-01,2022-05-06,2022-05-09,1,RT2,logtrip,2.0,Checked Out,15300,15300
May062217562RT31,17562,2022-05-04,2022-05-06,2022-05-12,2,RT3,journey,,Cancelled,20400,8160
May062217562RT32,17562,2022-05-03,2022-05-06,2022-05-10,3,RT3,logtrip,2.0,Checked Out,22440,22440
May062217562RT33,17562,2022-05-05,2022-05-06,2022-05-07,2,RT3,others,3.0,Checked Out,20400,20400
May062217562RT34,17562,2022-05-02,2022-05-06,2022-05-07,2,RT3,makeyourtrip,,No Show,20400,20400
May062217562RT35,17562,2022-05-03,2022-05-06,2022-05-08,2,RT3,makeyourtrip,2.0,Checked Out,20400,20400
May062217562RT36,17562,2022-05-04,2022-05-06,2022-05-07,2,RT3,others,,Cancelled,20400,8160
May062217562RT37,17562,2022-04-30,2022-05-06,2022-05-07,2,RT3,others,,Checked Out,20400,20400
May062217562RT38,17562,2022-05-04,2022-05-06,2022-05-09,3,RT3,direct online,1.0,Checked Out,22440,22440
May062217562RT39,17562,2022-05-04,2022-05-06,2022-05-12,2,RT3,others,,Checked Out,20400,20400
May062217562RT310,17562,2022-05-01,2022-05-06,2022-05-07,1,RT3,others,2.0,Checked Out,20400,20400
May062217562RT41,17562,2022-05-01,2022-05-06,2022-05-07,2,RT4,logtrip,,Cancelled,32300,12920
May062217562RT42,17562,2022-04-16,2022-05-06,2022-05-07,4,RT4,journey,1.0,Checked Out,38760,38760
May062217563RT11,17563,2022-05-01,2022-05-06,2022-05-07,2,RT1,direct online,,No Show,11050,11050
May062217563RT12,17563,2022-05-06,2022-05-06,2022-05-07,2,RT1,makeyourtrip,5.0,Checked Out,11050,11050
May062217563RT13,17563,2022-05-06,2022-05-06,2022-05-08,1,RT1,logtrip,,No Show,11050,11050
May062217563RT14,17563,2022-05-06,2022-05-06,2022-05-07,4,RT1,others,,No Show,13260,13260
May062217563RT15,17563,2022-05-04,2022-05-06,2022-05-09,1,RT1,logtrip,5.0,Checked Out,11050,11050
May062217563RT16,17563,2022-05-05,2022-05-06,2022-05-08,2,RT1,makeyourtrip,5.0,Checked Out,11050,11050
May062217563RT17,17563,2022-05-06,2022-05-06,2022-05-07,1,RT1,others,4.0,Checked Out,11050,11050
May062217563RT18,17563,2022-05-03,2022-05-06,2022-05-08,1,RT1,makeyourtrip,,Checked Out,11050,11050
May062217563RT19,17563,2022-05-02,2022-05-06,2022-05-07,1,RT1,direct online,5.0,Checked Out,11050,11050
May062217563RT110,17563,2022-05-06,2022-05-06,2022-05-07,4,RT1,others,,Cancelled,13260,5304
May062217563RT111,17563,2022-05-06,2022-05-06,2022-05-09,1,RT1,logtrip,5.0,Checked Out,11050,11050
May062217563RT112,17563,2022-05-06,2022-05-06,2022-05-07,1,RT1,others,,Checked Out,11050,11050
May062217563RT113,17563,2022-05-06,2022-05-06,2022-05-07,2,RT1,others,2.0,Checked Out,11050,11050
May062217563RT114,17563,2022-05-03,2022-05-06,2022-05-07,1,RT1,journey,,Checked Out,11050,11050
May062217563RT21,17563,2022-05-06,2022-05-06,2022-05-07,1,RT2,others,5.0,Checked Out,15300,15300
May062217563RT22,17563,2022-04-15,2022-05-06,2022-05-10,3,RT2,direct offline,,Checked Out,16830,16830
May062217563RT23,17563,2022-04-30,2022-05-06,2022-05-08,1,RT2,direct offline,,Cancelled,15300,6120
May062217563RT24,17563,2022-05-06,2022-05-06,2022-05-07,1,RT2,direct online,5.0,Checked Out,15300,15300
May062217563RT25,17563,2022-05-05,2022-05-06,2022-05-07,1,RT2,makeyourtrip,5.0,Checked Out,15300,15300
May062217563RT26,17563,2022-05-06,2022-05-06,2022-05-10,1,RT2,logtrip,5.0,Checked Out,15300,15300
May062217563RT27,17563,2022-05-06,2022-05-06,2022-05-12,2,RT2,makeyourtrip,,Checked Out,15300,15300
May062217563RT28,17563,2022-05-06,2022-05-06,2022-05-08,2,RT2,others,1.0,Checked Out,15300,15300
May062217563RT29,17563,2022-04-30,2022-05-06,2022-05-07,1,RT2,tripster,,Cancelled,15300,6120
May062217563RT210,17563,2022-05-06,2022-05-06,2022-05-08,1,RT2,others,3.0,Checked Out,15300,15300
May062217563RT211,17563,2022-05-06,2022-05-06,2022-05-10,2,RT2,makeyourtrip,,Checked Out,15300,15300
May062217563RT212,17563,2022-05-05,2022-05-06,2022-05-10,2,RT2,direct online,,Checked Out,15300,15300
May062217563RT213,17563,2022-05-05,2022-05-06,2022-05-07,1,RT2,others,,Checked Out,15300,15300
May062217563RT214,17563,2022-05-06,2022-05-06,2022-05-10,1,RT2,others,,Checked Out,15300,15300
May062217563RT215,17563,2022-05-05,2022-05-06,2022-05-07,2,RT2,others,,Checked Out,15300,15300
May062217563RT216,17563,2022-04-30,2022-05-06,2022-05-07,1,RT2,makeyourtrip,,Cancelled,15300,6120
May062217563RT217,17563,2022-04-16,2022-05-06,2022-05-08,1,RT2,makeyourtrip,4.0,Checked Out,15300,15300
May062217563RT218,17563,2022-05-06,2022-05-06,2022-05-07,1,RT2,logtrip,,No Show,15300,15300
May062217563RT219,17563,2022-05-04,2022-05-06,2022-05-07,1,RT2,others,5.0,Checked Out,15300,15300
May062217563RT220,17563,2022-05-03,2022-05-06,2022-05-07,1,RT2,others,5.0,Checked Out,15300,15300
May062217563RT221,17563,2022-05-06,2022-05-06,2022-05-08,1,RT2,others,,Checked Out,15300,15300
May062217563RT222,17563,2022-05-06,2022-05-06,2022-05-10,1,RT2,others,,Checked Out,15300,15300
May062217563RT223,17563,2022-05-06,2022-05-06,2022-05-07,4,RT2,direct offline,,Checked Out,18360,18360
May062217563RT224,17563,2022-05-06,2022-05-06,2022-05-07,1,RT2,others,5.0,Checked Out,15300,15300
May062217563RT225,17563,2022-05-05,2022-05-06,2022-05-08,1,RT2,direct online,4.0,Checked Out,15300,15300
May062217563RT226,17563,2022-05-02,2022-05-06,2022-05-08,1,RT2,direct online,5.0,Checked Out,15300,15300
May062217563RT227,17563,2022-04-12,2022-05-06,2022-05-07,2,RT2,others,,No Show,15300,15300
May062217563RT228,17563,2022-05-02,2022-05-06,2022-05-07,1,RT2,others,4.0,Checked Out,15300,15300
May062217563RT31,17563,2022-05-04,2022-05-06,2022-05-07,1,RT3,makeyourtrip,5.0,Checked Out,20400,20400
May062217563RT32,17563,2022-05-04,2022-05-06,2022-05-07,1,RT3,makeyourtrip,,Cancelled,20400,8160
May062217563RT33,17563,2022-05-02,2022-05-06,2022-05-09,6,RT3,direct offline,,Checked Out,28560,28560
May062217563RT34,17563,2022-05-06,2022-05-06,2022-05-08,1,RT3,makeyourtrip,,Checked Out,20400,20400
May062217563RT35,17563,2022-05-05,2022-05-06,2022-05-07,2,RT3,journey,,No Show,20400,20400
May062217563RT36,17563,2022-05-04,2022-05-06,2022-05-07,1,RT3,others,5.0,Checked Out,20400,20400
May062217563RT37,17563,2022-05-06,2022-05-06,2022-05-07,1,RT3,others,,Checked Out,20400,20400
May062217563RT38,17563,2022-04-29,2022-05-06,2022-05-07,1,RT3,others,5.0,Checked Out,20400,20400
May062217563RT39,17563,2022-05-05,2022-05-06,2022-05-10,2,RT3,others,,Cancelled,20400,8160
